ID zgłoszenia,Tytuł zgłoszenia,Deskrypcjon,Dopasowana reguła,Typ zgłoszenia,Data utworzenia zgłoszenia,Oczekiwany wynik,Pewność
1045,Brak odpowiedzi z serwera lojalnościowego (Service Unavailable) komunikat: system offline - błąd powtarzalny. system lojalnościowy,"Opis: Brak odpowiedzi z serwera lojalnościowego (Service Unavailable) komunikat: system offline - błąd powtarzalny. system lojalnościowy Działanie naprawcze: Zweryfikowano połączenie internetowe z chmurą loyalty. Podsumowanie: Połączenie przywrócone, system działa online.",Loyalty - Niedostępność serwisu,[System] Incident,01.11.2025 15:16:20,4,0.9
1046,prośba o korektę czasu pracy - zapomniane odbicie zapomnialem karty korekta czasu,"Opis: prośba o korektę czasu pracy - zapomniane odbicie zapomnialem karty korekta czasu Działanie naprawcze: Anulowano błędne odbicie zgodnie z wnioskiem. Podsumowanie: Wniosek rozpatrzony pozytywnie, dane zaktualizowane.",RCP - Korekta czasu,[System] Service request,01.11.2025 20:12:35,4,0.9
1047,Brak sygnału sterującego otwarciem szuflady (RJ11),"Opis: Brak sygnału sterującego otwarciem szuflady (RJ11) Działanie naprawcze: Otwarto szufladę awaryjnie kluczem i sprawdzono mechanizm. Podsumowanie: Usunięto blokadę mechaniczną, sprzęt sprawny.",Szuflada - Awaria otwarcia,[System] Incident,01.11.2025 13:28:14,3,0.9
1048,Problem techniczny: Konto pocztowe przepełnione,Opis: Problem techniczny: Konto pocztowe przepełnione Działanie naprawcze: Zwiększono limit quota dla skrzynki pocztowej. Podsumowanie: Problem z logowaniem rozwiązany.,Inne,[System] Service request,01.11.2025 13:38:14,0,0.0
1049,Błąd konfiguracji adresu IP - stanowisko nieczynne.,Opis: Błąd konfiguracji adresu IP - stanowisko nieczynne. Działanie naprawcze: Skonfigurowano ponownie parametry karty sieciowej. Podsumowanie: Dostęp do internetu i intranetu przywrócony.,Inne,[System] Incident,01.11.2025 20:59:24,0,0.0
1050,Wymagany serwis: Błąd tarowania - wartość poza zakresem waga Dibal wymagana ponowna kalibracja,"Opis: Wymagany serwis: Błąd tarowania - wartość poza zakresem waga Dibal wymagana ponowna kalibracja Działanie naprawcze: Wykonano zerowanie i tarowanie wagi. Podsumowanie: Waga wskazuje poprawnie, odczyt stabilny.",Waga - Błąd kalibracji,[System] Incident,01.11.2025 16:11:32,4,0.9
1051,Błąd systemu: Błąd synchronizacji ewidencji czasu pracy z serwerem - blokuje obsługę klienta.,"Opis: Błąd systemu: Błąd synchronizacji ewidencji czasu pracy z serwerem - blokuje obsługę klienta. Działanie naprawcze: Zaktualizowano firmware czytnika RCP do najnowszej wersji. Podsumowanie: Synchronizacja przywrócona, brakujące odbicia pojawiły się w systemie.",RCP - Błąd synchronizacji,[System] Incident,01.11.2025 14:23:01,3,0.9
1052,Nieudana aktualizacja systemu Windows,Opis: Nieudana aktualizacja systemu Windows Działanie naprawcze: Zaktualizowano system operacyjny i sterowniki. Podsumowanie: Aplikacja uruchamia się poprawnie.,Inne,[System] Incident,01.11.2025 10:11:48,0,0.0
1053,Awaria switcha w szafie rack - wymagany restart nie pomógł.,Opis: Awaria switcha w szafie rack - wymagany restart nie pomógł. Działanie naprawcze: Skonfigurowano ponownie parametry karty sieciowej. Podsumowanie: Dostęp do internetu i intranetu przywrócony.,Inne,[System] Incident,01.11.2025 07:25:03,0,0.0
1054,Utrata sygnału wideo na kontrolerze KDS ekran ekspedycji - wymagany restart nie pomógł.,"Opis: Utrata sygnału wideo na kontrolerze KDS ekran ekspedycji - wymagany restart nie pomógł. Działanie naprawcze: Wymieniono kabel HDMI/VGA łączący kontroler z monitorem. Podsumowanie: Bumpbar reaguje na wciśnięcia, system sprawny.",KDS - Brak sygnału wideo,[System] Incident,01.11.2025 13:19:18,3,0.9
1055,Wymagany serwis: Brak dostępu do folderu współdzielonego,Opis: Wymagany serwis: Brak dostępu do folderu współdzielonego Działanie naprawcze: Odblokowano konto w Active Directory. Podsumowanie: Uprawnienia zostały zaktualizowane.,Inne,[System] Service request,01.11.2025 11:27:01,0,0.0
1056,Adobe Reader nie otwiera plików PDF - prośba o pilną weryfikację.,Opis: Adobe Reader nie otwiera plików PDF - prośba o pilną weryfikację. Działanie naprawcze: Zaktualizowano system operacyjny i sterowniki. Podsumowanie: Dostęp do zasobów sieciowych przywrócony.,Inne,[System] Incident,01.11.2025 16:18:52,0,0.0
1057,Zgłoszenie awarii: Czytnik nie dekoduje standardu EAN-13 skaner Honeywell błąd interfejsu USB - błąd powtarzalny. czytnik kodów,"Opis: Zgłoszenie awarii: Czytnik nie dekoduje standardu EAN-13 skaner Honeywell błąd interfejsu USB - błąd powtarzalny. czytnik kodów Działanie naprawcze: Przepięto skaner do innego portu USB. Podsumowanie: Sterownik zainstalowany ponownie, urządzenie wykryte.",Skaner - Błąd sterownika,[System] Incident,01.11.2025 18:11:09,4,0.9
1058,niska przepustowość łącza internetowego,Opis: niska przepustowość łącza internetowego Działanie naprawcze: Skonfigurowano ponownie parametry karty sieciowej. Podsumowanie: Telefon VoIP loguje się do centrali.,Inne,[System] Incident,01.11.2025 09:31:14,0,0.0
1059,Niska przepustowość łącza internetowego - prośba o pilną weryfikację.,Opis: Niska przepustowość łącza internetowego - prośba o pilną weryfikację. Działanie naprawcze: Zrestartowano urządzenia sieciowe w lokalizacji. Podsumowanie: Awaria infrastruktury usunięta.,Inne,[System] Incident,01.11.2025 13:15:01,0,0.0
1060,Błąd licencji pakietu Office,Opis: Błąd licencji pakietu Office Działanie naprawcze: Zaktualizowano system operacyjny i sterowniki. Podsumowanie: Błąd nie występuje po aktualizacji.,Inne,[System] Incident,01.11.2025 11:27:32,0,0.0
1061,Problem techniczny: Drukarka sieciowa w biurze offline - wymagany restart nie pomógł.,Opis: Problem techniczny: Drukarka sieciowa w biurze offline - wymagany restart nie pomógł. Działanie naprawcze: Zaktualizowano firmware urządzenia. Podsumowanie: Sprzęt działa poprawnie po wymianie.,Inne,[System] Incident,01.11.2025 09:20:48,0,0.0
1062,niska przepustowość łącza internetowego - stanowisko nieczynne.,Opis: niska przepustowość łącza internetowego - stanowisko nieczynne. Działanie naprawcze: Skonfigurowano ponownie parametry karty sieciowej. Podsumowanie: Dostęp do internetu i intranetu przywrócony.,Inne,[System] Incident,01.11.2025 18:59:26,0,0.0
1063,Błąd tarowania - wartość poza zakresem stanowisko 4 wymagana ponowna kalibracja,"Opis: Błąd tarowania - wartość poza zakresem stanowisko 4 wymagana ponowna kalibracja Działanie naprawcze: Przeprowadzono procedurę kalibracji serwisowej. Podsumowanie: Usunięto przeszkodę blokującą szalkę, waga działa.",Waga - Błąd kalibracji,[System] Incident,01.11.2025 17:35:40,4,0.9
1064,Utrata połączenia z serwerem plików,Opis: Utrata połączenia z serwerem plików Działanie naprawcze: Zrestartowano urządzenia sieciowe w lokalizacji. Podsumowanie: Dostęp do internetu i intranetu przywrócony.,Inne,[System] Incident,01.11.2025 13:43:42,0,0.0
1065,Błąd konfiguracji adresu IP,"Opis: Błąd konfiguracji adresu IP Działanie naprawcze: Sprawdzono trasę pakietów i odblokowano porty. Podsumowanie: Połączenie sieciowe stabilne, parametry w normie.",Inne,[System] Incident,01.11.2025 22:06:50,0,0.0
1066,Błąd tarowania - wartość poza zakresem waga Dibal,Opis: Błąd tarowania - wartość poza zakresem waga Dibal Działanie naprawcze: Przeprowadzono procedurę kalibracji serwisowej. Podsumowanie: Komunikacja z POS przywrócona.,Waga - Błąd kalibracji,[System] Incident,01.11.2025 10:48:45,4,0.9
1067,Słuchawki z mikrofonem nie są wykrywane przez system - stanowisko nieczynne.,"Opis: Słuchawki z mikrofonem nie są wykrywane przez system - stanowisko nieczynne. Działanie naprawcze: Zaktualizowano firmware urządzenia. Podsumowanie: Zgłoszenie zamknięte, sprzęt sprawny.",Inne,[System] Incident,01.11.2025 10:18:24,0,0.0
1068,Błąd konfiguracji adresu IP,Opis: Błąd konfiguracji adresu IP Działanie naprawcze: Sprawdzono trasę pakietów i odblokowano porty. Podsumowanie: Awaria infrastruktury usunięta.,Inne,[System] Incident,01.11.2025 18:28:44,0,0.0
1069,Awaria stacji dokującej laptopa,"Opis: Awaria stacji dokującej laptopa Działanie naprawcze: Przeczyszczono styki i sprawdzono okablowanie. Podsumowanie: Zgłoszenie zamknięte, sprzęt sprawny.",Inne,[System] Incident,01.11.2025 12:18:13,0,0.0
1070,błąd enumeracji urządzenia USB (Skaner) skaner Honeywell błąd interfejsu USB czytnik kodów,"Opis: błąd enumeracji urządzenia USB (Skaner) skaner Honeywell błąd interfejsu USB czytnik kodów Działanie naprawcze: Wymieniono kabel USB skanera. Podsumowanie: Skaner działa poprawnie, kody są odczytywane.",Skaner - Błąd sterownika,[System] Incident,01.11.2025 21:18:52,4,0.9
1071,Zgłoszenie awarii: Błąd spójności danych przy Z-Report na stanowisku POS 3 komunikat: Database Locked - błąd powtarzalny.,Opis: Zgłoszenie awarii: Błąd spójności danych przy Z-Report na stanowisku POS 3 komunikat: Database Locked - błąd powtarzalny. Działanie naprawcze: Przeprowadzono ręczne wymuszenie generowania raportu Z z poziomu narzędzi administracyjnych. Podsumowanie: Raport dobowy wygenerował się poprawnie po restarcie usług.,POS - Błąd zamknięcia doby,[System] Incident,01.11.2025 17:54:13,4,0.9
1072,Błąd systemu: Telefon VoIP nie ma sygnału,Opis: Błąd systemu: Telefon VoIP nie ma sygnału Działanie naprawcze: Przełączono na łącze zapasowe. Podsumowanie: Telefon VoIP loguje się do centrali.,Inne,[System] Incident,01.11.2025 07:39:38,0,0.0
1073,drukarka sieciowa w biurze offline,Opis: drukarka sieciowa w biurze offline Działanie naprawcze: Wymieniono sprzęt na zapasowy z magazynu IT. Podsumowanie: Użytkownik potwierdził rozwiązanie problemu.,Inne,[System] Incident,01.11.2025 22:51:35,0,0.0
1074,Brak dostępu do folderu współdzielonego,Opis: Brak dostępu do folderu współdzielonego Działanie naprawcze: Zresetowano hasło i wymuszono zmianę przy logowaniu. Podsumowanie: Użytkownik zalogował się pomyślnie.,Inne,[System] Service request,01.11.2025 08:31:16,0,0.0
1075,Prośba o wsparcie: Nieudana aktualizacja systemu Windows,Opis: Prośba o wsparcie: Nieudana aktualizacja systemu Windows Działanie naprawcze: Przeinstalowano pakiet oprogramowania biurowego. Podsumowanie: Błąd nie występuje po aktualizacji.,Inne,[System] Incident,01.11.2025 21:38:03,0,0.0
1076,Błąd krytyczny bazy danych podczas zamknięcia dnia,"Opis: Błąd krytyczny bazy danych podczas zamknięcia dnia Działanie naprawcze: Wykonano restart usługi bazy danych SQL na serwerze lokalnym. Podsumowanie: Błąd jednorazowy, po ponowieniu procedury raport wydrukował się.",POS - Błąd zamknięcia doby,[System] Incident,01.11.2025 17:39:33,3,0.9
1077,Opóźnienie replikacji cennika z serwera centralnego błąd wersji bazy danych,Opis: Opóźnienie replikacji cennika z serwera centralnego błąd wersji bazy danych Działanie naprawcze: Pobrano paczkę aktualizacyjną ręcznie. Podsumowanie: Baza produktów spójna z systemem centralnym.,System - Opóźnienie replikacji,[System] Incident,01.11.2025 13:03:11,3,0.9
1078, Zablokowane konto domenowe AD,Opis:  Zablokowane konto domenowe AD Działanie naprawcze: Zresetowano hasło i wymuszono zmianę przy logowaniu. Podsumowanie: Użytkownik zalogował się pomyślnie.,Inne,[System] Service request,01.11.2025 08:40:37,0,0.0
1079,Prośba o wsparcie: Błąd spójności danych przy Z-Report na stanowisku POS 5,"Opis: Prośba o wsparcie: Błąd spójności danych przy Z-Report na stanowisku POS 5 Działanie naprawcze: Przeprowadzono ręczne wymuszenie generowania raportu Z z poziomu narzędzi administracyjnych. Podsumowanie: Problem rozwiązany, zamknięcie dnia zakończone sukcesem.",POS - Błąd zamknięcia doby,[System] Incident,01.11.2025 15:55:16,4,0.9
1080,Awaria: Problem z uwierzytelnianiem dwuskładnikowym (MFA),Opis: Awaria: Problem z uwierzytelnianiem dwuskładnikowym (MFA) Działanie naprawcze: Odblokowano konto w Active Directory. Podsumowanie: Uprawnienia zostały zaktualizowane.,Inne,[System] Service request,01.11.2025 13:11:26,0,0.0
1081,Awaria: Awaria switcha w szafie rack - prośba o pilną weryfikację.,Opis: Awaria: Awaria switcha w szafie rack - prośba o pilną weryfikację. Działanie naprawcze: Przełączono na łącze zapasowe. Podsumowanie: Dostęp do internetu i intranetu przywrócony.,Inne,[System] Incident,01.11.2025 13:51:36,0,0.0
1082,Adobe Reader nie otwiera plików PDF,Opis: Adobe Reader nie otwiera plików PDF Działanie naprawcze: Zaktualizowano system operacyjny i sterowniki. Podsumowanie: Dostęp do zasobów sieciowych przywrócony.,Inne,[System] Incident,01.11.2025 11:52:34,0,0.0
1083,Błąd tarowania - wartość poza zakresem stanowisko 1 blokuje sprzedaż produktów ważonych,Opis: Błąd tarowania - wartość poza zakresem stanowisko 1 blokuje sprzedaż produktów ważonych Działanie naprawcze: Przeprowadzono procedurę kalibracji serwisowej. Podsumowanie: Kalibracja zakończona sukcesem.,Waga - Błąd kalibracji,[System] Incident,01.11.2025 10:07:19,4,0.9
1084,Wyjątek w module fakturowania - NullReferenceException,"Opis: Wyjątek w module fakturowania - NullReferenceException Działanie naprawcze: Poprawiono błędne dane kontrahenta i ponowiono próbę. Podsumowanie: Problem rozwiązany, moduł działa stabilnie.",Faktury - Błąd API,[System] Incident,01.11.2025 15:33:35,3,0.9
